Public ID,Gene,Gene description,sch9/wt,ras2/wt,tor1/wt,,,
YHR115C,DMA1,"Protein involved in regulating spindle position and orientation, functionally redundant with Dma2p, homolog of S. pombe Dma1 and H. sapiens Chfr",0.0400,-0.1380,-0.2413,,,
YHR116W,COX23,"Mitochondrial intermembrane space protein that functions in mitochondrial copper homeostasis, essential for functional cytochrome oxidase expression, homologous to Cox17p",-0.9132,-0.9129,-0.9459,,,
YHR117W,TOM71,"Translocase of the Outer Mitochondrial membrane, 71.9 kDa, 71-kDa component of the protein translocase of the outer membrane of mitochondria",0.4382,0.3198,0.5492,,,
YHR118C,ORC6,"Subunit of the origin recognition complex, which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing, may be phosphorylated by Cdc28p",-0.5238,-0.7680,-0.3141,,,
YHR119W,SET1,"Histone methyltransferase, subunit of the COMPASS (Set1C) complex which methylates Rad6p ubiquitinated histone H3 on lysine 4, required in transcriptional silencing near telomeres and at the silent mating type loci, contains a SET domain",-0.3629,-0.7785,-0.6036,,,
YHR120W,MSH1,"DNA-binding protein of the mitochondria involved in repair of mitochondrial DNA, has ATPase activity and binds to DNA mismatches, has homology to E. coli MutS, transcription is induced during meiosis",0.0652,0.0409,0.0446,,,
YHR121W,LSM12,"Protein containing an Lsm domain and an AD domain, may bind RNA and have a role in RNA processing",-0.6987,-1.1940,-0.3901,,,
YHR122W,---,Protein required for cell viability,-0.5163,-0.5962,-0.5828,,,
YHR123W,EPT1,"sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferase, not essential for viability",-0.7514,-0.0875,-0.2211,,,
YHR124W,NDT80,"Meiosis-specific transcription factor required for exit from pachytene and for full meiotic recombination, activates middle sporulation genes, competes with Sum1p for binding to promoters containing middle sporulation elements (MSE)",0.5393,0.0084,0.7226,,,
YHR126C,---,Hypothetical protein,0.3552,0.3025,0.3839,,,
YHR127W,---,(H)igh copy (S)uppressor of (N)34 dominant negative allele of SEC4. Suppression is very specific to this allele. It has no affect on the analogous YPT1 allele. No homology or known function.,-0.2972,-0.5967,0.0798,,,
YHR128W,FUR1,"Uracil phosphoribosyltransferase, synthesizes UMP from uracil, involved in the pyrimidine salvage pathway",-0.6527,-0.1394,-0.3542,,,
YHR129C,ARP1,"Actin-related protein of the dynactin complex, required for spindle orientation and nuclear migration, putative ortholog of mammalian centractin",-0.3496,-0.4662,-0.1863,,,
YHR131C,---,Hypothetical protein,-0.0603,-0.1109,-0.1965,,,
YHR132C,ECM14,"Putative metalloprotease with similarity to the zinc carboxypeptidase family, required for normal cell wall assembly",0.2804,0.1239,0.3189,,,
YHR132W-A,---,Hypothetical protein,-0.5923,-0.7551,-0.2625,,,
YHR133C,---,"Protein of unknown function, potential homolog of mammalian Insig 1, green fluorescent protein (GFP)-fusion protein localizes to the nuclear periphery",0.4842,0.8500,0.4685,,,
YHR134W,WSS1,"Sumoylated protein of unknown function, identified based on genetic interactions with SMT3, UV-sensitive mutant phenotype and genetic interactions suggest a role in the DNA damage response, processing stalled or collapsed replication forks",-0.0890,-0.3329,-0.1788,,,
YHR135C,YCK1,"Palmitoylated, plasma membrane-bound casein kinase I isoform, shares redundant functions with Yck2p in morphogenesis, proper septin assembly, endocytic trafficking, provides an essential function overlapping with that of Yck2p",-0.3566,-0.7194,-0.3760,,,
YHR136C,SPL2,"Protein with similarity to cyclin-dependent kinase inhibitors, overproduction suppresses a plc1 null mutation, green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern",-0.1100,0.1034,0.6848,,,
YHR137W,ARO9,"Aromatic aminotransferase, catalyzes the first step of tryptophan, phenylalanine, and tyrosine catabolism",0.6504,1.8707,0.3849,,,
YHR138C,---,Homologous to PBI2,0.3068,0.1852,0.2793,,,
YHR139C,SPS100,"Protein required for spore wall maturation, expressed during sporulation, may be a component of the spore wall",3.2057,3.8334,2.0626,,,
YHR140W,---,Hypothetical protein,1.5733,2.8425,1.3573,,,
YHR141C,RPL42A  RPL42B,"Protein component of the large (60S) ribosomal subunit, identical to Rpl42Bp and has similarity to rat L44 ribosomal protein  Protein component of the large (60S) ribosomal subunit, identical to Rpl42Ap and has similarity to rat L44, required for propagation of the killer toxin-encoding M1 double-stranded RNA satellite of the L-A double-stranded RNA virus",0.3937,0.1186,0.3154,,,
YHR142W,CHS7,"Protein of unknown function, involved in chitin biosynthesis by regulating Chs3p export from the ER",-0.0404,0.1630,-0.0843,,,
YHR143W,DSE2,"Daughter cell-specific secreted protein with similarity to glucanases, degrades cell wall from the daughter side causing daughter to separate from mother, expression is repressed by cAMP",-0.9363,0.5959,0.9749,,,
YHR143W-A,RPC10,"RNA polymerase subunit, found in RNA polymerase complexes I, II, and III",-0.4308,-0.5737,-0.4085,,,
YHR144C,DCD1,"Deaminase required for dCTP and dTTP synthesis, expression is cell cycle regulated",-0.2763,-0.1171,-0.1324,,,
YHR146W,CRP1,Protein that binds to cruciform DNA structures,-0.1220,-1.0434,-0.0446,,,
YHR147C,MRPL6,Mitochondrial ribosomal protein of the large subunit,-0.9713,-0.7662,-0.5985,,,
YHR148W,IMP3,"Component of the SSU processome, which is required for pre-18S rRNA processing, essential protein that interacts with Mpp10p and mediates interactions of Imp4p and Mpp10p with U3 snoRNA",-0.1527,-0.0718,-0.1972,,,
YHR149C,SKG6,"Protein of unknown function, found in the bud tip and bud neck, potential Cdc28p substrate, Skg6p interacts with Zds1p and Zds2p",0.0384,-0.2238,0.3840,,,
YHR150W,PEX28,"Peroxisomal integral membrane protein, involved in regulation of peroxisome size and number, genetic interactions suggest that Pex28p and Pex29p act at steps upstream of those mediated by Pex30p, Pex31p, and Pex32p",0.5472,-0.1025,0.2559,,,
YHR151C,---,Hypothetical protein,-0.0697,0.4593,-0.1709,,,
YHR152W,SPO12,"Nucleolar protein of unknown function, positive regulator of exit from mitosis, involved in regulating the release of Cdc14p from the nucleolus in early anaphase, proposed to play similar role in meiosis",-0.9262,-1.1108,-0.1315,,,
YHR153C,SPO16,"Protein of unknown function, required for spore formation",-0.1493,-0.1345,0.3085,,,
YHR154W,RTT107,"Protein that interacts with Mms22p and is implicated in Mms22-dependent DNA repair during S phase, damage induces phosphorylation by Mec1p at one or more SQTQ motifs, has four BRCT domains, has a role in regulation of Ty1 transposition",-0.0207,-0.4767,-0.0957,,,
YHR155W,YSP1,Hypothetical protein,0.3432,0.1648,0.0506,,,
YHR156C,LIN1,"Nuclear protein that physically interacts with Irr1p, a component of the cohesin complex, may link together proteins involved in chromosome segregation, mRNA splicing and DNA replication",-0.5527,-0.7128,0.0813,,,
YHR157W,REC104,"Protein involved in early stages of meiotic recombination, required for meiotic crossing over, forms a complex with Rec102p and Spo11p necessary during the initiation of recombination",0.3380,0.6786,0.2456,,,
YHR158C,KEL1,"Protein required for proper cell fusion and cell morphology, functions in a complex with Kel2p to negatively regulate mitotic exit, interacts with Tem1p and Lte1p, localizes to regions of polarized growth, potential Cdc28p substrate",0.0505,-0.7060,-0.2205,,,
YHR159W,---,"Protein of unknown function that localizes to the cytoplasm, potential Cdc28p substrate",0.2255,-0.2847,0.1246,,,
YHR160C,PEX18,Part of a two-member peroxin family (Pex18p and Pex21p) specifically required for peroxisomal targeting of the Pex7p peroxisomal signal recognition factor and PTS2 peroxisomal matrix proteins,0.6001,0.3961,0.6848,,,
YHR161C,YAP1801,"Protein involved in clathrin cage assembly, binds Pan1p and clathrin, homologous to Yap1802p, member of the AP180 protein family",-0.4742,-0.8550,-0.4230,,,
YHR162W,---,Hypothetical protein,-0.7324,-0.8881,-0.7507,,,
YHR163W,SOL3,"Glucose-6-phosphate dehydrogenase, weak multicopy suppressor of los1-1 mutation, homologous to Sol2p and Sol1p",0.0833,0.5416,0.7912,,,
YHR164C,DNA2,"Essential tripartite DNA replication factor with single-stranded DNA-dependent ATPase, ATP-dependent nuclease, and helicase activities, required for Okazaki fragment processing, involved in DNA repair pathways, potential Cdc28p substrate",0.4674,-0.3640,0.1866,,,
YHR165C,PRP8,"Component of the U4U6-U5 snRNP complex, involved in the second catalytic step of splicing",0.7054,0.2778,0.5963,,,
YHR166C,CDC23,"Subunit of the anaphase-promoting complexcyclosome (APCC), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphaseanaphase transition",-0.7602,-1.4077,-0.9110,,,
YHR167W,THP2,"Subunit of the THO complex, which functions to connect transcription elongation with mitotic recombination, and of the TREX complex, which is recruited to activated genes and couples transcription to mRNA export",-0.0889,-0.2753,-0.1963,,,
YHR168W,MTG2,"Putative GTPase, member of the Obg family, peripheral protein of the mitochondrial inner membrane that associates with the large ribosomal subunit, required for mitochondrial translation, possibly via a role in ribosome assembly",-0.4502,-0.4917,-0.5248,,,
YHR169W,DBP8,Putative ATP-dependent RNA helicase of the DEAD-box family involved in biogenesis of the 40S ribosomal subunit,0.3452,0.1033,-0.0739,,,
YHR170W,NMD3,"Protein involved in nuclear export of the large ribosomal subunit, acts as a Crm1p-dependent adapter protein for export of nascent ribosomal subunits through the nuclear pore complex",-0.2313,-0.6406,-0.3606,,,
YHR171W,ATG7,"Autophagy-related protein that is a member of the E1 family of ubiquitin-activating enzymes, mediates the conjugation of Atg12p with Atg5p, a required step in the formation of autophagosomes",0.1315,0.1909,0.3619,,,
YHR172W,SPC97,"Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex, interacts with Spc110p at the spindle pole body (SPB) inner plaque and with Spc72p at the SPB outer plaque",0.4962,1.1637,0.1266,,,
YHR174W,ENO2  ENO1,"Enolase II, a phosphopyruvate hydratase that catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis, expression is induced in response to glucose  Enolase I, a phosphopyruvate hydratase that catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis, expression is repressed in response to glucose",-0.4518,0.6014,0.6982,,,
YHR175W,CTR2,"Putative low-affinity copper transporter of the vacuolar membrane, mutation confers resistance to toxic copper concentrations, while overexpression confers resistance to copper starvation",0.3990,0.4459,0.4437,,,
YHR175W-A,---,Identified by fungal homology and RT-PCR,0.2753,0.3579,0.1106,,,
YHR176W,FMO1,"Flavin-containing monooxygenase, localized to the cytoplasmic face of the ER membrane, catalyzes oxidation of biological thiols to maintain the ER redox buffer ratio for correct folding of disulfide-bonded proteins",0.2798,1.5345,0.5201,,,
YHR177W,---,---,0.1154,-0.0374,0.0515,,,
YHR178W,STB5,"Activator of multidrug resistance genes, forms a heterodimer with Pdr1p, contains a Zn(II)2Cys6 zinc finger domain that interacts with a PDRE (pleotropic drug resistance element) in vitro, binds Sin3p in a two-hybrid assay",0.1537,0.1323,-0.0428,,,
YHR179W,OYE2,"Widely conserved NADPH oxidoreductase containing flavin mononucleotide (FMN), homologous to Oye3p with slight differences in ligand binding and catalytic properties, may be involved in sterol metabolism",-0.4723,-0.4394,-0.4626,,,
YHR181W,---,Component of Sed5p vesicles,0.2642,0.6620,0.1127,,,
YHR182W,---,"Protein of unknown function, green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and cytoplasm",0.5686,0.7277,0.3585,,,
YHR183W,GND1,"6-phosphogluconate dehydrogenase (decarboxylating), catalyzes an NADPH regenerating reaction in the pentose phosphate pathway, required for growth on D-glucono-delta-lactone and adaptation to oxidative stress",-0.0718,0.2321,0.3235,,,
YHR184W,SSP1,"Protein involved in the control of meiotic nuclear division and coordination of meiosis with spore formation, transcription is induced midway through meiosis",-0.5064,-0.5094,0.2350,,,
YHR185C,PFS1,"Sporulation protein required for prospore membrane formation at selected spindle poles, ensures functionality of all four spindle pole bodies of a cell during meiosis II, not required for meiotic recombination or meiotic chromosome segregation",0.0507,-0.0133,0.1115,,,
YHR186C,KOG1,"Subunit of TORC1, a rapamycin-sensitive complex involved in growth control that contains Tor1p or Tor2p, Lst8p and Tco89p, contains four HEAT repeats and seven WD-40 repeats, may act as a scaffold protein to couple TOR and its effectors",0.5237,0.8455,0.5950,,,
YHR187W,IKI1,"Subunit of the Elp4p-Iki1p-Elp6p-subcomplex of RNA polymerase II elongator complex, which is a histone acetyltransferase, iki1 mutations confer resistance to the K. lactis toxin zymocin",0.0278,-0.1592,-0.0071,,,
YHR188C,GPI16,"Transmembrane protein subunit of the glycosylphosphatidylinositol transamidase complex that adds GPIs to newly synthesized proteins, human PIG-Tp homolog",-0.6738,-0.2410,-0.3515,,,
YHR189W,PTH1,"One of two (see also PTH2) mitochondrially-localized peptidyl-tRNA hydrolases, dispensable for cell growth and for mitochondrial respiration",-0.3422,0.0137,-0.3019,,,
YHR190W,ERG9,"Farnesyl-diphosphate farnesyl transferase (squalene synthase), joins two farnesyl pyrophosphate moieties to form squalene in the sterol biosynthesis pathway",-0.0584,-0.0975,-0.0410,,,
YHR191C,CTF8,Subunit of a complex with Ctf18p that shares some subunits with Replication Factor C and is required for sister chromatid cohesion,-0.3773,-0.2444,0.1065,,,
YHR192W,---,Hypothetical protein,0.5973,0.1978,0.8088,,,
YHR193C,EGD2,"Alpha subunit of the heteromeric nascent polypeptide-associated complex (NAC) involved in protein sorting and translocation, associated with cytoplasmic ribosomes ",-0.0234,0.0082,0.5308,,,
YHR194W,MDM31,"Mitochondrial inner membrane protein with similarity to Mdm32p, required for normal mitochondrial morphology and inheritance, interacts genetically with MMM1, MDM10, MDM12, and MDM34",0.0763,1.0806,0.3523,,,
YHR195W,NVJ1,Nuclear envelope protein that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN),-0.0901,-0.4194,0.0721,,,
